NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
289,E1310800033111,中央学院大学中央高等学校,東京都江東区亀戸7-65-12,,,,35.69588192,139.8398397,
290,E1310800034111,亀戸スポーツセンター,東京都江東区亀戸8-22-1,,,,35.70020983,139.8365818,
291,E1310800035111,亀戸中学校,東京都江東区亀戸9-2-2,,,,35.69530486,139.841815,
292,E1310800036111,浅間竪川小学校,東京都江東区亀戸9-22-4,,,,35.69873698,139.8417095,
293,E1310800037111,亀戸老人福祉センター（亀戸ふれあいセンター）,東京都江東区亀戸9-33-2-101,,,,35.69919819,139.8419834,
294,E1310800039112,古石場福祉会館古石場児童館,東京都江東区古石場1-11-11,,,,35.66926306,139.7946719,
295,E1310800040111,古石場文化センター,東京都江東区古石場2-13-2,,,,35.66691025,139.7990367,
296,E1310800042111,古石場保育園,東京都江東区古石場2-14-1-102,,,,35.66683146,139.7998657,
297,E1310800043111,深川小学校,東京都江東区高橋14-10,,,,35.68579292,139.7994415,
298,E1310800044111,深川北子ども家庭支援センター,東京都江東区高橋14-6,,,,35.68596257,139.7992056,
299,E1310800045111,東京朝鮮第二初級学校,東京都江東区枝川1-11-26,,,,35.65641463,139.8044716,
300,E1310800047111,枝川幼稚園,東京都江東区枝川3-4-1-101,,,,35.65946127,139.8086224,
301,E1310800048111,枝川小学校,東京都江東区枝川3-5-3,,,,35.65967548,139.8095456,
302,E1310800049111,枝川区民館,東京都江東区枝川3-6-16,,,,35.65849061,139.8102923,
303,E1310800050111,東川小学校,東京都江東区住吉1-12-2,,,,35.68849536,139.8127584,
304,E1310800215111,特別養護老人ホームあそか園,東京都江東区住吉1-9-5,,,,35.687843,139.812103,
305,E1310800211111,こどもプラザ,東京都江東区住吉1-9-8,,,,35.68763151,139.8125808,
306,E1310800051111,江東公会堂（ティアラこうとう）,東京都江東区住吉2-28-36,,,,35.68845481,139.8194749,
307,E1310800052112,新砂保育園,東京都江東区新砂3-3-11,,,,35.66670093,139.8328714,
308,E1310800053111,八名川小学校,東京都江東区新大橋3-1-15,,,,35.68674623,139.7954071,
309,E1310800054111,森下文化センター,東京都江東区森下3-12-17,,,,35.68514203,139.802124,
310,E1310800055111,森下保育園,東京都江東区森下3-14-6,,,,35.68597635,139.8030006,
311,E1310800055112,森下児童館,東京都江東区森下3-14-6,,,,35.68603186,139.8029991,
312,E1310800056111,深川第一中学校,東京都江東区森下4-9-22,,,,35.6852551,139.8058835,
313,E1310800057111,墨田工科高等学校,東京都江東区森下5-1-7,,,,35.68532351,139.807294,
314,E1310800058111,深川一丁目保育園,東京都江東区深川1-6-15-101,,,,35.6771582,139.7962853,
315,E1310800214111,特別養護老人ホームむつみ園,東京都江東区深川2-1-12,,,,35.673744,139.797791,
316,E1310800059111,明治小学校,東京都江東区深川2-17-26,,,,35.67603988,139.7982297,
317,E1310800060111,中村中学高等学校,東京都江東区清澄2-3-15,,,,35.68134793,139.7966121,
318,E1310800061111,深川図書館,東京都江東区清澄3-3-39,,,,35.67915061,139.7967621,
319,E1310800062111,扇橋小学校,東京都江東区石島18-5,,,,35.68117627,139.8117469,
320,E1310800063111,深川第四中学校,東京都江東区千石1-12-12,,,,35.67880321,139.8124872,
321,E1310800064111,川南小学校,東京都江東区千石2-9-12,,,,35.6797633,139.8165682,
322,E1310800065111,大江戸高等学校,東京都江東区千石3-2-11,,,,35.67946053,139.8181637,
323,E1310800066111,千田福祉会館千田児童館,東京都江東区千田21-18,,,,35.68100921,139.8165538,
324,E1310800067111,千田保育園,東京都江東区千田22-8,,,,35.68062375,139.8165581,
325,E1310800068111,つばめ幼稚園,東京都江東区扇橋3-20-13-101,,,,35.68452515,139.8192074,
326,E1310800069111,男女共同参画推進センター,東京都江東区扇橋3-22-2,,,,35.68410285,139.8202179,
327,E1310800072111,科学技術高等学校,東京都江東区大島1-2-31,,,,35.68716361,139.8214062,
328,E1310800071111,旧第三大島中学校,東京都江東区大島1-20-20,,,,35.68564156,139.8252154,
329,E1310800073111,第一大島小学校,東京都江東区大島2-41-4,,,,35.6897365,139.8253968,
330,E1310800074111,第二大島小学校,東京都江東区大島3-16-2,,,,35.69021162,139.8299208,
331,E1310800075111,城東高等学校,東京都江東区大島3-22-1,,,,35.69282269,139.8292798,
332,E1310800076111,第二大島中学校,東京都江東区大島3-27-18,,,,35.69186763,139.8311018,
333,E1310800077111,大島西中学校,東京都江東区大島4-1-23,,,,35.68634668,139.8277893,
334,E1310800078111,大島子ども家庭支援センター,東京都江東区大島4-1-37,,,,35.68734479,139.8281787,
335,E1310800079111,大島第二保育園,東京都江東区大島4-1-6-130,,,,35.68676203,139.8304325,
336,E1310800080111,大島南央小学校,東京都江東区大島4-18-5,,,,35.68723779,139.8315818,
337,E1310800081111,大島第五保育園,東京都江東区大島4-21-3-101,,,,35.68621912,139.832051,
338,E1310800082111,総合区民センター,東京都江東区大島4-5-1,,,,35.68907731,139.8269987,
339,E1310800083111,大島幼稚園,東京都江東区大島5-38-1,,,,35.68718951,139.835947,
340,E1310800085111,旧大島南小学校（大島仮校舎）,東京都江東区大島5-52-15,,,,35.68700121,139.8379704,
341,E1310800213111,大島保育園,東京都江東区大島5-53-1-101,,,,35.68701822,139.8370542,
342,E1310800087111,大島第三保育園,東京都江東区大島6-1-6-130,,,,35.69337434,139.833176,
343,E1310800089111,第四大島小学校,東京都江東区大島6-7-8,,,,35.69123355,139.8340298,
344,E1310800090111,大島児童館,東京都江東区大島7-28-1-104,,,,35.69345844,139.8402069,
345,E1310800092111,第三大島幼稚園,東京都江東区大島7-39-2-101,,,,35.69147664,139.8437728,
346,E1310800093111,大島第四保育園,東京都江東区大島8-12-20-101,,,,35.68732279,139.8391644,
347,E1310800094111,大島中学校,東京都江東区大島8-12-22,,,,35.68645702,139.8398593,
348,E1310800096111,東大島文化センター,東京都江東区大島8-33-9,,,,35.68975468,139.8424566,
349,E1310800097111,第五大島小学校,東京都江東区大島8-40-13,,,,35.68820028,139.8446325,
350,E1310800098111,第三大島小学校,東京都江東区大島9-5-3,,,,35.69258091,139.8453042,
351,E1310800099111,わかば保育園,東京都江東区大島9-7-8-101,,,,35.69403453,139.8444156,
352,E1310800104111,第二辰巳小学校,東京都江東区辰巳1-1-22,,,,35.64830137,139.808446,
353,E1310800105111,辰巳児童館,東京都江東区辰巳1-1-36,,,,35.64751458,139.8089848,
354,E1310800100111,辰巳中学校,東京都江東区辰巳1-10-57,,,,35.6469829,139.8117988,
355,E1310800101111,辰巳第二保育園,東京都江東区辰巳1-10-65-101,,,,35.64897529,139.8106905,
356,E1310800102111,辰巳第三保育園,東京都江東区辰巳1-10-81-101,,,,35.64820546,139.81142,
357,E1310800103111,辰巳小学校（辰巳幼稚園）,東京都江東区辰巳1-11-1,,,,35.64658261,139.8099756,
358,E1310800106111,潮見保育園,東京都江東区潮見1-29-15-101,,,,35.65563035,139.8148562,
359,E1310800107111,環境学習情報館（えこっくる江東）,東京都江東区潮見1-29-7,,,,35.65563955,139.8116789,
360,E1310800109111,深川第二中学校,東京都江東区冬木22-10,,,,35.67627316,139.800622,
361,E1310800110111,東雲保育園,東京都江東区東雲1-8-5-101,,,,35.64494179,139.8002439,
362,E1310800111111,江東区児童・高齢者総合施設（グランチャ東雲）,東京都江東区東雲1-9-46,,,,35.64918949,139.8034875,
363,E1310800113111,ひばり幼稚園,東京都江東区東雲2-4-1-103,,,,35.64205614,139.7980525,
364,E1310800112111,東雲小学校,東京都江東区東雲2-4-11,,,,35.64252563,139.7991451,
365,E1310800114111,東雲児童館,東京都江東区東雲2-4-4-102,,,,35.64332778,139.7989574,
366,E1310800115111,東雲第二保育園,東京都江東区東雲2-4-4-103,,,,35.64332757,139.799302,
367,E1310800116111,東砂第三保育園,東京都江東区東砂1-5-3-101,,,,35.68215278,139.8408462,
368,E1310800117111,東砂小学校,東京都江東区東砂2-12-14,,,,35.68340147,139.8442889,
369,E1310800118111,東砂第二児童館,東京都江東区東砂2-13-13,,,,35.68602979,139.8416306,
370,E1310800119111,東砂保育園,東京都江東区東砂2-13-2-101,,,,35.68511949,139.8417305,
371,E1310800120111,東砂第二保育園,東京都江東区東砂2-6-4-101,,,,35.68445561,139.8429791,
372,E1310800121111,第七砂町小学校,東京都江東区東砂3-21-5,,,,35.67889618,139.8423691,
373,E1310800122111,東砂福祉園,東京都江東区東砂3-30-6,,,,35.68104845,139.8453425,
374,E1310800123111,東砂幼稚園,東京都江東区東砂4-20-1,,,,35.67838671,139.8394235,
375,E1310800124111,東砂スポーツセンター,東京都江東区東砂4-24-1,,,,35.67920189,139.8395103,
376,E1310800125111,東砂福祉会館東砂児童館,東京都江東区東砂7-15-3,,,,35.67450636,139.8397021,
377,E1310800126111,第二砂町小学校,東京都江東区東砂7-17-30,,,,35.67486544,139.8387111,
378,E1310800127111,東砂第四保育園,東京都江東区東砂7-17-35-101,,,,35.67411691,139.8383916,
379,E1310800128111,東高等学校,東京都江東区東砂7-19-24,,,,35.67374387,139.8370046,
380,E1310800129111,第五砂町幼稚園,東京都江東区東砂7-5-27,,,,35.67147107,139.8387918,
381,E1310800130111,第二砂町中学校,東京都江東区東砂8-10-9,,,,35.66836232,139.8395158,
382,E1310800131111,第五砂町小学校,東京都江東区東砂8-11-5,,,,35.66714754,139.8389051,
383,E1310800132111,南陽幼稚園,東京都江東区東陽2-1-14,,,,35.66746097,139.8140734,
384,E1310800133111,特別養護老人ホーム江東ホーム,東京都江東区東陽2-1-2,,,,35.66586756,139.8150022,
385,E1310800134111,南陽小学校,東京都江東区東陽2-1-20,,,,35.66844256,139.8137523,
386,E1310800135111,東陽中学校,東京都江東区東陽2-1-8,,,,35.66695867,139.8139591,
387,E1310800136111,教育センター東陽図書館,東京都江東区東陽2-3-6,,,,35.66721669,139.8171275,
388,E1310800137111,東陽区民館東陽子ども家庭支援センター,東京都江東区東陽3-1-2,,,,35.66858743,139.808567,
389,E1310800138111,東陽保育園,東京都江東区東陽3-22-1-101,,,,35.66919224,139.813713,
390,E1310800139111,東陽小学校,東京都江東区東陽3-27-12,,,,35.67050015,139.8152625,
391,E1310800140111,江東区文化センター,東京都江東区東陽4-11-3,,,,35.67235373,139.8183267,
392,E1310800141111,江東特別支援学校,東京都江東区東陽4-11-45,,,,35.67381293,139.8178015,
393,E1310800142111,東陽児童館,東京都江東区東陽5-16-13,,,,35.67140609,139.8118288,
394,E1310800143111,深川高等学校,東京都江東区東陽5-32-19,,,,35.67098019,139.8157579,
395,E1310800144112,東陽高齢者在宅サービスセンター,東京都江東区東陽6-2-17,,,,35.67469378,139.8124114,
396,E1310800144111,東陽福祉会館,東京都江東区東陽6-2-17,,,,35.67475563,139.8124082,
397,E1310800146111,ホテルイースト２１東京,東京都江東区東陽6-3-3,,,,35.6745443,139.8145892,
398,E1310800147111,第二南砂中学校,東京都江東区南砂1-2-18,,,,35.67795251,139.82128,
399,E1310800148111,第四砂町小学校,東京都江東区南砂2-13-18,,,,35.6750266,139.822021,
400,E1310800149111,南砂第二保育園,東京都江東区南砂2-3-1-101,,,,35.67028721,139.8220062,
401,E1310800150111,旧南砂西小学校,東京都江東区南砂2-3-13,,,,35.67212124,139.8213063,
402,E1310800151111,南砂児童館,東京都江東区南砂2-3-17,,,,35.67107355,139.8232476,
403,E1310800152111,南砂中学校,東京都江東区南砂2-3-20,,,,35.67330655,139.8237023,
404,E1310800153111,南砂小学校,東京都江東区南砂2-3-21,,,,35.67187232,139.8250574,
405,E1310800154111,みどり幼稚園,東京都江東区南砂2-3-3-101,,,,35.67270381,139.8228993,
406,E1310800155111,南砂第三保育園,東京都江東区南砂2-3-3-102,,,,35.67334339,139.8226934,
407,E1310800156111,南砂第四保育園,東京都江東区南砂2-3-4-101,,,,35.67218096,139.823467,
408,E1310800157111,南砂高齢者在宅サービスセンター,東京都江東区南砂2-3-5-102,,,,35.67086306,139.8228512,
409,E1310800158111,南砂第五保育園,東京都江東区南砂2-3-6-103,,,,35.67042884,139.8238833,
410,E1310800159111,第三砂町中学校,東京都江東区南砂3-10-3,,,,35.67022945,139.8298342,
411,E1310800160111,南砂子ども家庭支援センター,東京都江東区南砂3-14-1-101,,,,35.66887272,139.831997,
412,E1310800161111,南砂第一保育園,東京都江東区南砂4-4-1-102,,,,35.67464439,139.8285338,
413,E1310800162111,第三砂町小学校,東京都江東区南砂6-3-13,,,,35.67260985,139.8332818,
414,E1310800163111,江東図書館,東京都江東区南砂6-7-52,,,,35.67183307,139.8341228,
415,E1310800164111,南砂さくら保育園,東京都江東区南砂6-8-3,,,,35.67120297,139.8348558,
416,E1310800165111,城東保育園,東京都江東区南砂7-9-11,,,,35.66983194,139.8352309,
417,E1310800166111,白河かもめ保育園,東京都江東区白河1-5-1-101,,,,35.68338775,139.8001347,
418,E1310800167111,ケイ・インターナショナルスクール,東京都江東区白河1-5-15,,,,35.68294118,139.8003615,
419,E1310800168111,白河保育園,東京都江東区白河1-7-1,,,,35.68320065,139.7996573,
420,E1310800169111,白河高齢者在宅サービスセンター,東京都江東区白河3-4-3-201,,,,35.68217756,139.8057992,
421,E1310800170111,元加賀小学校,東京都江東区白河4-3-19,,,,35.68209717,139.8080854,
422,E1310800171111,元加賀幼稚園,東京都江東区白河4-9-17,,,,35.68276465,139.8076892,
423,E1310800172111,数矢小学校,東京都江東区富岡1-18-7,,,,35.6728068,139.7999271,
424,E1310800173111,深川老人福祉センター（深川ふれあいセンター）平野児童館,東京都江東区平野1-2-3,,,,35.67845513,139.7986695,
425,E1310800174111,深川北スポーツセンター,東京都江東区平野3-2-20,,,,35.67690683,139.8051607,
426,E1310800175111,深川第六中学校,東京都江東区平野3-6-13,,,,35.6788847,139.8056925,
427,E1310800176111,豊洲シビックセンター,東京都江東区豊洲2-2-18,,,,35.65422941,139.7952601,
428,E1310800177111,豊洲北小学校,東京都江東区豊洲3-6-1,,,,35.65857961,139.7979746,
429,E1310800178111,芝浦工業大学（豊洲キャンパス）,東京都江東区豊洲3-7-5,,,,35.6608812,139.7955362,
430,E1310800179111,豊洲児童館,東京都江東区豊洲4-10-4-111,,,,35.65403906,139.8027603,
431,E1310800180111,深川第五中学校,東京都江東区豊洲4-11-18,,,,35.65231662,139.7995875,
432,E1310800181111,豊洲小学校（豊洲幼稚園）,東京都江東区豊洲4-4-4,,,,35.65385171,139.7983179,
433,E1310800182111,豊洲保育園,東京都江東区豊洲4-5-6-101,,,,35.65457093,139.7992766,
434,E1310800183111,豊洲西小学校,東京都江東区豊洲5-1-35,,,,35.65116261,139.7949692,
435,E1310800184111,豊洲子ども家庭支援センター,東京都江東区豊洲5-5-1-201,,,,35.65352953,139.7960162,
436,E1310800185111,北砂保育園,東京都江東区北砂1-1-4-101,,,,35.68237147,139.8217633,
437,E1310800186111,スポーツ会館,東京都江東区北砂1-2-9,,,,35.68450999,139.8214256,
438,E1310800187111,小名木川保育園,東京都江東区北砂1-3-30,,,,35.68413491,139.8236817,
439,E1310800188111,北砂小学校,東京都江東区北砂1-3-36,,,,35.68311743,139.8234806,
440,E1310800189111,砂町小学校,東京都江東区北砂4-13-23,,,,35.67768125,139.8292374,
441,E1310800190111,城東老人福祉センター,東京都江東区北砂4-20-12,,,,35.6774706,139.8319483,
442,E1310800191111,砂町文化センター砂町図書館,東京都江東区北砂5-1-7,,,,35.68047946,139.8319973,
443,E1310800192111,亀高第二保育園,東京都江東区北砂5-20-10-101,,,,35.68537173,139.8344053,
444,E1310800193111,亀高小学校,東京都江東区北砂5-20-16,,,,35.684972,139.8340971,
445,E1310800194111,第四砂町中学校,東京都江東区北砂5-20-17,,,,35.68472075,139.8318759,
446,E1310800195111,小名木川第二保育園,東京都江東区北砂5-20-3-101,,,,35.68196034,139.8320267,
447,E1310800196111,小名木川児童館,東京都江東区北砂5-20-5-101,,,,35.68213093,139.8337252,
448,E1310800197111,なでしこ幼稚園,東京都江東区北砂5-20-7-102,,,,35.68386684,139.8341349,
449,E1310800198111,亀高保育園,東京都江東区北砂5-20-9-101,,,,35.68449156,139.8329963,
450,E1310800199111,小名木川小学校,東京都江東区北砂5-22-10,,,,35.68239396,139.8311428,
451,E1310800200111,砂町中学校,東京都江東区北砂6-16-28,,,,35.68525059,139.8370147,
